ID;TERMS (PT-NPT);RELATIONS;PT;MT
6709;CESDP;USE;common security and defence policy;1016 European construction
5798;CFC;USE;stratospheric pollutant;5216 deterioration of the environment
8284;CFCA;USE;European Fisheries Control Agency;1006 EU institutions and European civil service
437483;CFR;USE;Common Frame of Reference;1211 civil law
5788;CFSP;USE;common foreign and security policy;1016 European construction
5479;CIS;USE;Commonwealth of Independent States;7621 world organisations
5775;CIS countries;;;7236 political geography
c_4c441ea0;CIT company;USE;cash-in-transit;4811 organisation of transport
c_4c441ea0;CIT industry;USE;cash-in-transit;4811 organisation of transport
193;CIV;USE;CIV Convention;4816 land transport
193;CIV Convention;;;4816 land transport
5719;CJD;USE;disease of the nervous system;2841 health
255;CJEC;USE;Court of Justice of the European Union;1006 EU institutions and European civil service
255;CJEU;USE;Court of Justice of the European Union;1006 EU institutions and European civil service
7346;CLRAE;USE;Congress of Local and Regional Authorities of Europe;7611 European organisations
5086;CMEA;USE;Comecon;7621 world organisations
5087;CMEA countries;USE;Comecon countries;7231 economic geography
2173;CMO;USE;common organisation of markets;5606 agricultural policy
c_f007e95f;CMU;USE;capital markets union;2421 free movement of capital
5751;CN;USE;Combined Nomenclature;2011 tariff policy
435061;CO2 capture and storage;USE;carbon capture and storage;6411 technology and technical regulations
1252;COC;USE;approval;6411 technology and technical regulations
5495;COCOM;USE;Wassenaar arrangement;7621 world organisations
8400;COMESA;USE;Common Market for Eastern and Southern Africa;7616 extra-European organisations
5558;COSAC;;;0421 parliament
5236;COST;;;6416 research and intellectual property
c_2e08d60f;CPCC;USE;EU civilian mission;1016 European construction
6076;CPVO;USE;Community Plant Variety Office;1006 EU institutions and European civil service
c_896e199b;CRA;USE;credit rating;2416 financial institutions and credit
304;CREST;USE;Scientific and Technical Research Committee;6416 research and intellectual property
6010;CRM;USE;customers;2036 distributive trades
c_f7430876;CSAR;USE;search and rescue;0811 cooperation policy
3514;CSCE;USE;OSCE;7621 world organisations
6709;CSDP;USE;common security and defence policy;1016 European construction
8428;CSO;USE;civil society;0431 politics and public safety
7942;CSR;USE;corporate social responsibility;4006 business organisation
2457;CTP;USE;common transport policy;4806 transport policy
3722;CUWAS;USE;West African Economic and Monetary Union;7616 extra-European organisations
1876;Cabinda;USE;Angola;7221 Africa
1876;Cabinda;USE;Angola;7231 economic geography
5091;Calabria;;;7211 regions of EU Member States
8522;Calarasi;;;7211 regions of EU Member States
5165;Calvinism;USE;Protestantism;2831 culture and religion
1555;Cambodia;;;7226 Asia and Oceania
1555;Cambodia;;;7231 economic geography
1106;Camembert;USE;soft cheese;6016 processed agricultural produce
5095;Cameroon;;;7221 Africa
5095;Cameroon;;;7231 economic geography
5098;Campania;;;7211 regions of EU Member States
5100;Canada;;;7216 America
5100;Canada;;;7231 economic geography
5100;Canada;;;7236 political geography
8446;Canada lynx;USE;lynx;5211 natural environment
8446;Canadian lynx;USE;lynx;5211 natural environment
4172;Canary Islands;;;7211 regions of EU Member States
3385;Cantabria;;;7211 regions of EU Member States
1103;Cantal;USE;semi-soft cheese;6016 processed agricultural produce
5108;Cape Verde;;;7221 Africa
5108;Cape Verde;;;7231 economic geography
8518;Caras-Severin;;;7211 regions of EU Member States
6338;Caribank;USE;Caribbean Development Bank;7616 extra-European organisations
5264;Caribbean Community;USE;Caricom;7616 extra-European organisations
6338;Caribbean Development Bank;;;7616 extra-European organisations
c_acf7832d;Caribbean Forum;USE;Cariforum;7616 extra-European organisations
c_acf7832d;Caribbean Forum of African, Caribbean and Pacific States;USE;Cariforum;7616 extra-European organisations
5264;Caribbean Free Trade Association;USE;Caricom;7616 extra-European organisations
5259;Caribbean Islands;;;7216 America
451912;Caribbean Netherlands;USE;Bonaire, Saint Eustatius and Saba;7216 America
451912;Caribbean Netherlands;USE;Bonaire, Saint Eustatius and Saba;7241 overseas countries and territories
5264;Caricom;;;7616 extra-European organisations
5265;Caricom countries;;;7231 economic geography
c_acf7832d;Cariforum;;;7616 extra-European organisations
c_acf7832d;Cariforum States;USE;Cariforum;7616 extra-European organisations
c_acf7832d;Cariforum countries;USE;Cariforum;7616 extra-European organisations
5264;Carifta;USE;Caricom;7616 extra-European organisations
6197;Carinthia;;;7211 regions of EU Member States
1292;Caroline Islands;;;7226 Asia and Oceania
1190;Cartagena Agreement;USE;Andean Community;7616 extra-European organisations
5735;Caspian Sea;;;5211 natural environment
5811;Cassis de Dijon Case;USE;mutual recognition principle;1011 European Union law
3384;Castile-La Mancha;;;7211 regions of EU Member States
3382;Castile-Leon;;;7211 regions of EU Member States
5273;Catalonia;;;7211 regions of EU Member States
5163;Catholicism;;;2831 culture and religion
7208;Caucasus countries;;;7206 Europe
1291;Cayman Islands;;;7216 America
1291;Cayman Islands;;;7241 overseas countries and territories
6072;CdT;USE;Translation Centre for the Bodies of the European Union;1006 EU institutions and European civil service
5342;Cedefop;;;1006 EU institutions and European civil service
4698;Ceefax;USE;broadcast videography;3226 communications
4325;Celebes;USE;Sulawesi;7226 Asia and Oceania
6094;Cenelec;;;7611 European organisations
8491;Center (Romania);USE;Centru (Romania);7211 regions of EU Member States
302;Central Africa;;;7221 Africa
4586;Central African Customs and Economic Union;USE;Central African Economic and Monetary Community;7616 extra-European organisations
4586;Central African Economic and Monetary Community;;;7616 extra-European organisations
4586;Central African Monetary Union;USE;Central African Economic and Monetary Community;7616 extra-European organisations
5349;Central African Republic;;;7221 Africa
5349;Central African Republic;;;7231 economic geography
1606;Central America;;;7216 America
6337;Central American Bank for Economic Integration;;;7616 extra-European organisations
3727;Central American Common Market;;;7616 extra-European organisations
2116;Central American Integration System;;;7616 extra-European organisations
7206;Central American Parliament;;;7616 extra-European organisations
2190;Central American organisation;USE;Latin American organisation;7616 extra-European organisations
2190;Central American organization;USE;Latin American organisation;7616 extra-European organisations
5448;Central Asia;;;7226 Asia and Oceania
7853;Central Bohemia;;;7211 regions of EU Member States
7186;Central Commission for Navigation on the Rhine;;;7611 European organisations
c_d3974887;Central Croatia;;;7211 regions of EU Member States
7858;Central Estonia;;;7211 regions of EU Member States
914;Central Europe;USE;Central and Eastern Europe;7206 Europe
7185;Central European Free Trade Agreement;USE;CEFTA;7611 European organisations
1183;Central Greece;;;7211 regions of EU Member States
7901;Central Hungary;;;7211 regions of EU Member States
8280;Central Jutland;USE;Central Jutland region;7211 regions of EU Member States
8280;Central Jutland region;;;7211 regions of EU Member States
7891;Central Macedonia;;;7211 regions of EU Member States
3394;Central Portugal;;;7211 regions of EU Member States
7829;Central Slovenia;;;7211 regions of EU Member States
7903;Central Transdanubia;;;7211 regions of EU Member States
914;Central and Eastern Europe;;;7206 Europe
5781;Central and Eastern European Countries;;;7206 Europe
5781;Central and Eastern European Countries;;;7231 economic geography
5352;Centre (France);USE;Centre-Val de Loire;7211 regions of EU Member States
5282;Centre for the Development of Enterprise;;;7626 non-governmental organisations
5282;Centre for the Development of Industry;USE;Centre for the Development of Enterprise;7626 non-governmental organisations
5352;Centre-Val de Loire;;;7211 regions of EU Member States
8491;Centru (Romania);;;7211 regions of EU Member States
6282;Ceuta;;;7211 regions of EU Member States
4246;Ceylon;USE;Sri Lanka;7226 Asia and Oceania
4246;Ceylon;USE;Sri Lanka;7231 economic geography
4410;Chad;;;7221 Africa
4410;Chad;;;7231 economic geography
441001;Chafea;USE;executive agency;1006 EU institutions and European civil service
5381;Champagne-Ardenne;;;7211 regions of EU Member States
1290;Channel Islands;;;7206 Europe
1106;Chaource;USE;soft cheese;6016 processed agricultural produce
5484;Charter of  fundamental social rights;USE;Community Charter of the Fundamental Social Rights of Workers;2826 social affairs
6286;Charter of Fundamental Rights of the European Union;USE;EU Charter of Fundamental Rights;1016 European construction
8355;Chechen conflict;USE;Chechen question;0816 international security
8355;Chechen issue;USE;Chechen question;0816 international security
8355;Chechen problem;USE;Chechen question;0816 international security
8355;Chechen question;;;0816 international security
1104;Cheddar;USE;hard cheese;6016 processed agricultural produce
5965;Chile;;;7216 America
5965;Chile;;;7231 economic geography
5965;Chile;;;7236 political geography
5969;China;;;7226 Asia and Oceania
5969;China;;;7231 economic geography
8464;China flu;USE;avian influenza;5631 agricultural activity
450869;Chiroptera;;;5211 natural environment
6545;Christian;;;2821 social framework
2253;Christian Democratic Party;;;0411 political party
5987;Christianity;;;2831 culture and religion
459;Christianophobia;USE;religious discrimination;1236 rights and freedoms
7198;Chuuk;USE;Federated States of Micronesia;7226 Asia and Oceania
7198;Chuuk;USE;Federated States of Micronesia;7231 economic geography
321;Ciskei;USE;South Africa;7221 Africa
321;Ciskei;USE;South Africa;7231 economic geography
c_d3db05e6;City of Zagreb;;;7211 regions of EU Member States
c_2e08d60f;Civilian Planning and Conduct Capability;USE;EU civilian mission;1016 European construction
448275;Clean Sky Joint Undertaking;USE;European Joint Undertaking;1006 EU institutions and European civil service
2547;Clipperton Island;USE;French Polynesia;7226 Asia and Oceania
2547;Clipperton Island;USE;French Polynesia;7231 economic geography
2547;Clipperton Island;USE;French Polynesia;7241 overseas countries and territories
8513;Cluj;;;7211 regions of EU Member States
5508;CoR;USE;European Committee of the Regions;1006 EU institutions and European civil service
8489;CoR opinion;;;1011 European Union law
601;Cognac;USE;spirits;6021 beverages and sugar
5643;Cohesion Fund;;;1021 EU finance
5643;Cohesion Fund aid;USE;Cohesion Fund;1021 EU finance
8547;Collectivity of Saint Barthélemy;USE;Saint Barthélemy;7216 America
8547;Collectivity of Saint Barthélemy;USE;Saint Barthélemy;7241 overseas countries and territories
3816;Collectivity of Saint Martin;USE;Saint Martin;7216 America
3816;Collectivity of Saint Martin;USE;Saint Martin;7241 overseas countries and territories
6036;Colombia;;;7216 America
6036;Colombia;;;7231 economic geography
6036;Colombia;;;7236 political geography
2392;Colombo Plan;;;7621 world organisations
5751;Combined Nomenclature;;;2011 tariff policy
5086;Comecon;;;7621 world organisations
5087;Comecon countries;;;7231 economic geography
8398;Comessa;USE;Community of Sahel-Saharan States;7616 extra-European organisations
349;Commission Decision;USE;decision (EU);1011 European Union law
449;Commission Directive;USE;directive (EU);1011 European Union law
4023;Commission Implementing Regulation;USE;implementing Regulation;1011 European Union law
3102;Commission Regulation;USE;regulation (EU);1011 European Union law
